review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R2J3DVZYTY0T6O,5.0,33.0,35.0,N,N
R209WWOK1O2BZU,1.0,26.0,35.0,N,N
R1S7HKB03U2INO,5.0,31.0,35.0,N,Y
R3818FH5PWGWQR,5.0,32.0,35.0,N,Y
R5E0RLC6XU6W7,5.0,30.0,35.0,N,Y
R120AZMDV1UQFG,5.0,33.0,35.0,N,Y
R15L6LEKNQBE7D,5.0,34.0,35.0,N,N
RZ836F21MF16S,3.0,30.0,35.0,N,Y
R1VSOKM2GMQJEZ,5.0,35.0,35.0,N,Y
RN1MVHN1Y62XH,4.0,34.0,35.0,N,Y
R345LSB7PQUCLE,4.0,33.0,35.0,N,Y
RXC7TQ2US3VY4,5.0,31.0,35.0,N,N
R1MEKARI7PQGFH,5.0,34.0,35.0,N,N
R77ULBP70EZFG,4.0,34.0,35.0,N,N
R1UFT5Y61YW39Q,1.0,31.0,35.0,N,N
R1P7WHQXYQTS05,3.0,32.0,35.0,N,N
R1TKG7BFDKQVAH,2.0,32.0,35.0,N,Y
R1MNC9SKFL9G7R,5.0,35.0,35.0,N,Y
R3H229J2G73G1I,2.0,32.0,35.0,N,Y
R67O1ZWH7A8M1,1.0,21.0,35.0,N,N
R3W3SUPDRX7R34,5.0,34.0,35.0,N,Y
R1QFCNTB872KPG,5.0,35.0,35.0,N,Y
R2X529CB3J4AED,5.0,29.0,35.0,N,Y
RJI8DH1GS997W,4.0,35.0,35.0,N,Y
RE5RHIE04PRC9,1.0,34.0,35.0,N,Y
RMK2OBUOFIKPR,5.0,35.0,35.0,N,Y
R1WOJ97INUD1GV,1.0,35.0,35.0,N,Y
R2PBG59R8JVQ71,5.0,31.0,35.0,N,N
R12VZCHRKDJVDA,1.0,32.0,35.0,N,Y
R1GQ7P5PMQ1T6V,5.0,34.0,35.0,N,Y
R21MPG3IX0Y83R,5.0,33.0,35.0,N,Y
R1VAJLC1LHZYDQ,5.0,34.0,35.0,N,Y
RUWCAVQMAZZX2,5.0,32.0,35.0,N,Y
R22FBAXVE47BTV,5.0,31.0,35.0,N,Y
R10GMFRGC9CM6R,4.0,33.0,35.0,N,Y
R3FG8FMTFJY9VN,1.0,28.0,35.0,N,Y
R1JY74XH2KCIPX,5.0,32.0,35.0,N,Y
R3FT04T1RPNH2E,4.0,34.0,35.0,N,Y
RH59IM65IX4VM,5.0,34.0,35.0,N,Y
R2BFSWQCWHVQSM,5.0,24.0,35.0,N,N
RONYEOGTV725U,4.0,30.0,35.0,N,N
R2MV76LB1DHAZR,1.0,34.0,35.0,N,N
R2QE8XJ442O3XZ,5.0,31.0,35.0,N,Y
R3OGX76A7U06PX,1.0,28.0,35.0,N,Y
R1FOJ5J9HGDH5K,2.0,32.0,35.0,N,Y
R15H86TE5H8CF7,4.0,29.0,35.0,N,Y
R302OFKIX5BPF9,3.0,28.0,35.0,N,N
R11P7YUU65TKOJ,1.0,27.0,35.0,N,Y
R3E16ZF2IF5DBM,1.0,20.0,35.0,N,Y
R2PQ2PDR4GVTEM,2.0,32.0,34.0,N,Y
R13FDMS9EX3E7P,1.0,31.0,34.0,N,Y
R2QEPFNI3VE7HJ,5.0,34.0,34.0,N,Y
R3GU38KUA49NWH,1.0,22.0,34.0,N,N
R1GP64TI9ITSUJ,5.0,31.0,34.0,N,Y
RMT2DMFCK5V58,5.0,33.0,34.0,N,Y
RDOQUW86LP1WA,3.0,31.0,34.0,N,Y
R1BEW6IOKOIT1G,3.0,32.0,34.0,N,Y
R18DLPMN2CMPV,3.0,29.0,34.0,N,N
R1ITHF9RKQ1PNO,5.0,34.0,34.0,N,Y
R1Z9U7DWU3IIC4,5.0,31.0,34.0,N,Y
R2I9BLNZRZT1HN,5.0,31.0,34.0,N,Y
RGGUUYJ28B4K3,1.0,21.0,34.0,N,N
R2SWONZ06E41U2,4.0,30.0,34.0,N,Y
R357F7J5L4RMWQ,5.0,32.0,34.0,N,Y
ROOBNIG027WB0,5.0,30.0,34.0,N,Y
RV02OVUP83SLM,5.0,33.0,34.0,N,Y
R1157T8R6NSFNG,5.0,34.0,34.0,N,Y
R90ENK8U60OQR,5.0,28.0,34.0,N,Y
R6GYUJ3G7WQB4,4.0,34.0,34.0,N,Y
R2XRE6HSL8OYTW,4.0,28.0,34.0,N,N
RXZ4BR23HKLGO,4.0,31.0,34.0,N,Y
R1LXYNAPVRIAYA,5.0,30.0,34.0,N,Y
R38D2YS5TKPRXY,5.0,34.0,34.0,N,Y
R2HX8OP8VD41N1,5.0,30.0,34.0,N,Y
R3OOHCD3Q63C2Q,4.0,30.0,34.0,N,Y
R33R3KQL5T3KWU,5.0,30.0,34.0,N,Y
R1KPX1JQRYMYDN,4.0,34.0,34.0,N,Y
R2R3VFOZN8GK5R,5.0,33.0,34.0,N,Y
R3OY2R2265QR74,5.0,34.0,34.0,N,Y
R324T7LY97Y73H,5.0,34.0,34.0,N,Y
R27O7UTAU9YE1X,1.0,34.0,34.0,N,N
R1UFYOFCGFBOJI,5.0,33.0,34.0,N,Y
R30674VOMS2XOI,4.0,34.0,34.0,N,Y
R3SW4T0SC5ZGX8,5.0,32.0,34.0,N,Y
R3W0DO0NYRTRXM,5.0,33.0,34.0,N,N
R2L4KRDHGZWAF,3.0,32.0,34.0,N,Y
R2SY0PBYZR5G9M,5.0,32.0,34.0,N,Y
R2CGAYY0JPI7K1,1.0,31.0,34.0,N,Y
R17R4ZSNKDK3T6,5.0,33.0,34.0,N,Y
R3GMRGE5JKKDN9,4.0,34.0,34.0,N,Y
R1RZXTGJMHPUNJ,5.0,31.0,34.0,N,Y
RMUERMHP4JP40,1.0,27.0,34.0,N,Y
R37FCD9PQWMY4F,2.0,27.0,34.0,N,Y
R3PCOD908UST5M,5.0,29.0,34.0,N,Y
R2UIPD7VBYHZHW,5.0,32.0,34.0,N,Y
R2CT2OI1RR7YHZ,2.0,33.0,34.0,N,Y
R10URCUTY4B0CV,5.0,33.0,34.0,N,N
R3LXOSYO5S8G2D,5.0,34.0,34.0,N,Y
R1WDW7KKXOBM24,5.0,32.0,34.0,N,Y
RHK8L0DT2D822,5.0,32.0,34.0,N,N
RS89OQAKW6RA0,1.0,24.0,34.0,N,Y
R2GE146XJMZAM2,4.0,31.0,34.0,N,Y
RDAKZ31VXIGDZ,2.0,27.0,34.0,N,Y
R3R7ZT25DQYZV0,3.0,34.0,34.0,N,Y
RNMYU6ZG2Q8AS,1.0,33.0,34.0,N,N
R2USMBRTAF1Z6G,1.0,26.0,34.0,N,N
RVL7OX0HUX61B,2.0,26.0,34.0,N,N
R3KP31H4ZS5VX8,5.0,34.0,34.0,N,Y
R1A4QK0HWUA37G,5.0,33.0,34.0,N,Y
RWE9ZDE535YYT,5.0,32.0,34.0,N,Y
R3AWZG6QLGEQXH,2.0,28.0,34.0,N,Y
R1MX5HK7FO1MRO,5.0,33.0,34.0,N,N
R2C9Q0WNC7MXL6,5.0,33.0,34.0,N,N
R2756EEA9EXLGC,5.0,32.0,34.0,N,Y
R2C8Q10FTOQJV4,5.0,31.0,34.0,N,Y
R2TWCALQN7XXCB,1.0,26.0,34.0,N,Y
R2JPR6RSQQZ39S,5.0,33.0,34.0,N,Y
RIQ02VDMFUNQW,5.0,32.0,34.0,N,Y
R11S3ZNBM77RSK,4.0,34.0,34.0,N,N
RF2RQ7SIDIVPL,5.0,31.0,34.0,N,Y
RDMPFNUCL1MHZ,4.0,30.0,34.0,N,Y
R1P668GGM9812U,5.0,30.0,34.0,N,Y
R18LOFBE85425O,5.0,33.0,34.0,N,Y
R17AGSRQ9BNM4U,5.0,34.0,34.0,N,N
RICRTNZTP4MOQ,4.0,33.0,34.0,N,N
R25ZUC6YNGU8WU,5.0,33.0,34.0,N,N
RC7HD8NDKZ2W1,2.0,34.0,34.0,N,N
RS3G5FH18N0SW,5.0,27.0,34.0,N,Y
R8OSKPX8SK20,1.0,28.0,34.0,N,Y
R1MJNXXP47CKJX,5.0,30.0,34.0,N,Y
R1O8PA1R0MWGAA,5.0,34.0,34.0,N,N
R1CBO3RNWCPRB,5.0,32.0,34.0,N,Y
R1YSNBHH05HQ2R,1.0,31.0,34.0,N,Y
R2QCTIS7ZESE4X,1.0,34.0,34.0,N,Y
RJLC4YF6QH5SB,1.0,34.0,34.0,N,N
R1WO9BGCC5EFC4,1.0,32.0,34.0,N,N
R2DBEEQKPGG9IJ,5.0,33.0,34.0,N,Y
R3EB5DQDIMYV3E,4.0,31.0,34.0,N,Y
R3NR58O1IDIJKE,5.0,34.0,34.0,N,Y
R11U7UL5J85WV6,4.0,33.0,34.0,N,Y
R2L3PC6PY344T0,5.0,31.0,34.0,N,Y
R3224CXE5QMDYC,4.0,34.0,34.0,N,N
R1ZCZ7TOO4BMFJ,5.0,30.0,34.0,N,N
RBNILGTB9LC4V,5.0,18.0,34.0,N,N
R1PP787XEFQLKG,5.0,32.0,34.0,N,Y
R1H6ZAX325DUPI,5.0,28.0,34.0,N,Y
R6T3ACQGIG7FX,5.0,32.0,34.0,N,Y
R2K332JD7GUTCH,5.0,28.0,34.0,N,Y
R2B2ZB505Q58J5,1.0,32.0,34.0,N,Y
R1GPHHPA028MNM,3.0,28.0,34.0,N,Y
RRMNQOO3AJSQ8,1.0,21.0,34.0,N,N
RBKBXI9I6Y7QG,1.0,28.0,34.0,N,Y
R2VKT3TV22WQOD,5.0,33.0,34.0,N,Y
R12IO5UOC23B3F,4.0,29.0,34.0,N,N
R11R915ECBWB56,4.0,34.0,34.0,N,Y
R20LG3GD2NQZUD,5.0,32.0,34.0,N,Y
RD0WCCXKURNQU,5.0,32.0,34.0,N,Y
R3LYKYD69KA1YZ,5.0,29.0,34.0,N,Y
RS95C68RNYP0T,5.0,32.0,34.0,N,Y
R3TFDI9Z5Z9U5Y,5.0,32.0,34.0,N,Y
R135XCRMHNVWBM,5.0,29.0,34.0,N,Y
R1NDROJPH7Y9BV,5.0,32.0,34.0,N,Y
R2V34I3UG0QCZF,5.0,33.0,34.0,N,Y
R3SAE53S7RJGFA,5.0,29.0,34.0,N,Y
R1TNJ2VJOEY4N2,5.0,30.0,34.0,N,Y
R3C7VTR295DJV4,5.0,34.0,34.0,N,Y
R1J6NHRXFYXKFP,5.0,29.0,34.0,N,N
RUPZR6OXU9SVO,3.0,26.0,34.0,N,N
R1HQQR68XYUG0R,2.0,32.0,34.0,N,Y
R1M1ALGFK7IBT4,5.0,30.0,33.0,N,Y
R3GRZRYE5R85UE,5.0,24.0,33.0,N,Y
RGTCUKCMJG6UX,5.0,30.0,33.0,N,Y
R2SVT42E5N6GVM,1.0,28.0,33.0,N,Y
R1ZCU44RLG0AY2,4.0,33.0,33.0,N,Y
R3CQPHAYC1S269,3.0,33.0,33.0,N,Y
R22PS4XXIMKNJ9,5.0,32.0,33.0,N,Y
R310I2SLTFG9HM,5.0,33.0,33.0,N,Y
R3RXZXHX4Y77JA,5.0,31.0,33.0,N,Y
R3I82YDIZXX611,5.0,33.0,33.0,N,Y
R3UKXH4WHXA9KI,4.0,31.0,33.0,N,Y
R34PZW91C8AC95,5.0,33.0,33.0,N,Y
R25369GLDUAGLA,5.0,30.0,33.0,N,Y
RAY3BL8EVV3MG,1.0,26.0,33.0,N,Y
R382N1G4QDOZ9T,1.0,28.0,33.0,N,N
RYI3WDMHG97VT,4.0,29.0,33.0,N,N
R1UPK2GATKOJDI,4.0,33.0,33.0,N,Y
R35HLBTFL7DBXO,5.0,33.0,33.0,N,Y
R1B811KP0B3NAN,5.0,31.0,33.0,N,Y
R1945YG4MPMKRW,4.0,32.0,33.0,N,Y
R3E1HBUDYS7E3W,4.0,33.0,33.0,N,Y
R2EP5THPMWNW9S,3.0,26.0,33.0,N,Y
R15897FJ3HGN8D,1.0,30.0,33.0,N,Y
RCO6ZLPN2HVUE,2.0,28.0,33.0,N,Y
R2VNHD23CQ8E2K,5.0,32.0,33.0,N,Y
RSO1Y9B2PQTP5,5.0,27.0,33.0,N,Y
RIQC8SWIO1GAN,5.0,32.0,33.0,N,Y
R1TNRSI1OZE5RH,4.0,33.0,33.0,N,N
R1Z2IAH5DJ5E9X,4.0,32.0,33.0,N,Y
R5KKDU2539C4V,5.0,32.0,33.0,N,Y
R19HATK7PPWIIY,5.0,32.0,33.0,N,N
R3A9BJT7WU2LFM,5.0,26.0,33.0,N,Y
R284BEB0AZA7Q7,1.0,28.0,33.0,N,N
RT7234CEHMHV9,5.0,32.0,33.0,N,Y
R1DOADFYIDS0FG,2.0,29.0,33.0,N,N
R2XUZJ61IROHVV,4.0,32.0,33.0,N,Y
R2N31HGPD9HXRS,4.0,32.0,33.0,N,Y
R2LVT196TWOHQ7,5.0,29.0,33.0,N,N
R38KAQBT1KNNI8,5.0,32.0,33.0,N,Y
R25NYQ64LM2PXY,5.0,28.0,33.0,N,Y
R1RP5ZXMBXW88B,3.0,32.0,33.0,N,Y
R37Z12EMI5VAGC,4.0,29.0,33.0,N,Y
RIR9LAJD7VYGX,5.0,32.0,33.0,N,Y
R2R54RQX7UKY6W,5.0,30.0,33.0,N,N
RZN1EI62M01X7,5.0,31.0,33.0,N,Y
R1B592Y8HBYWJU,5.0,30.0,33.0,N,Y
R2UVQ2EC5NJZ0I,2.0,31.0,33.0,N,Y
R2O1CBHP2DNCFU,4.0,30.0,33.0,N,Y
R2D2F5A014R0H0,5.0,31.0,33.0,N,N
R2S0HTWOMC221X,2.0,32.0,33.0,N,Y
R2U3ECP3JW30Y1,5.0,33.0,33.0,N,Y
R1VZYJDR366D6B,5.0,30.0,33.0,N,N
R3BZS0MOCQD1NG,5.0,33.0,33.0,N,Y
R3AZR8HWVDEFPU,2.0,28.0,33.0,N,Y
RPMFP15LJB2XJ,5.0,29.0,33.0,N,N
R2KAQYIWF1HNSX,1.0,33.0,33.0,N,N
R2M9B6DV9IFJG9,5.0,29.0,33.0,N,Y
R8LYCMV9NFXC,5.0,27.0,33.0,N,Y
R2IG00XAQ4N883,5.0,30.0,33.0,N,N
R27IL61JGBLUGQ,5.0,32.0,33.0,N,N
RBNSDEI0E9ZMZ,5.0,22.0,33.0,N,Y
R19I4EOXXDX6BB,5.0,29.0,33.0,N,Y
R2S73UF5RUZT5P,4.0,25.0,33.0,N,Y
R2S0AK5PVYJ534,5.0,32.0,33.0,N,Y
ROYRA4AG8D3OY,5.0,33.0,33.0,N,Y
R3QNK7O4I86JHK,5.0,31.0,33.0,N,Y
R11GJPXMAJSRO7,5.0,32.0,33.0,N,Y
R1YKR6MVCVUQYA,3.0,30.0,33.0,N,N
R6KAYXQIW1E1R,5.0,33.0,33.0,N,Y
RSIKOYWW42RKL,1.0,32.0,33.0,N,Y
R2LDG8VNU6HS9I,1.0,27.0,33.0,N,Y
R1ZQCZ7Z2242DR,5.0,30.0,33.0,N,Y
R24IU4KB6NWVLX,2.0,30.0,33.0,N,Y
R3M4YKR7MK6IU8,5.0,33.0,33.0,N,Y
R22LKWSQGFJAY5,5.0,33.0,33.0,N,Y
R384B3B6L96DWN,1.0,32.0,33.0,N,N
R2YFX9BS7LHBVI,5.0,32.0,33.0,N,Y
R1P0RECXP2POFQ,1.0,31.0,33.0,N,Y
R13BGPOV1A0D18,1.0,33.0,33.0,N,Y
R35U57EXGTXE6H,5.0,33.0,33.0,N,Y
R37O6XRZEU7LP0,5.0,30.0,33.0,N,Y
R705T67LWFQLB,3.0,30.0,33.0,N,Y
R3K0LL6ZNQLOZZ,5.0,33.0,33.0,N,N
RWL9VS4V2C57U,5.0,32.0,33.0,N,Y
R3KFEFO5WPAW70,5.0,30.0,33.0,N,N
RJ7DF4SDH180G,5.0,33.0,33.0,N,Y
R2QHEY5VP5PMZR,2.0,31.0,33.0,N,N
R2I5K5Q0BJMOPV,5.0,28.0,33.0,N,N
R232T7UNDJTR11,5.0,29.0,33.0,N,Y
R2LTNHW888N4XG,5.0,30.0,33.0,N,Y
R3O7NZIU105DMO,5.0,33.0,33.0,N,N
RH4817VF8QZTN,4.0,29.0,33.0,N,N
R32JZKHE7JFJHC,5.0,31.0,33.0,N,Y
REYUBETC3XGFF,1.0,29.0,33.0,N,N
R3IHWDN43NVUNB,5.0,30.0,33.0,N,Y
R1K1IMETMYIYVX,5.0,33.0,33.0,N,N
R15YNFDMYVEZPI,5.0,30.0,33.0,N,Y
R3G5WNVQYUQYAQ,3.0,31.0,33.0,N,Y
R15VROM3NW7PXS,1.0,24.0,33.0,N,Y
R211LOT9T7MYR7,5.0,32.0,33.0,N,Y
R1AAD7PESNY7KQ,5.0,32.0,33.0,N,Y
R3A5HMP84AZQZC,4.0,25.0,33.0,N,Y
R2OL7BCQDQZT8N,5.0,30.0,33.0,N,Y
R3C7FTGSNSEW0G,5.0,22.0,33.0,N,Y
R3JB3ADFBYSCVH,4.0,32.0,33.0,N,Y
R1ZQXCVME1QDGX,2.0,33.0,33.0,N,Y
R3VWM009O4AGVN,4.0,33.0,33.0,N,Y
R11IDI4G8MCBYS,2.0,33.0,33.0,N,Y
R16WDGLOVRUFWL,5.0,33.0,33.0,N,N
R1XRWORHVU124A,5.0,33.0,33.0,N,Y
R1F3Z1Z6C06C4J,5.0,32.0,33.0,N,Y
RB3KGA7NDCB5T,4.0,32.0,33.0,N,Y
RPOM564KC6XEB,5.0,29.0,33.0,N,Y
RG3OXHP1WPJBW,2.0,32.0,33.0,N,Y
RHGAF34MAXNE9,1.0,31.0,33.0,N,Y
RFLF7BJZ7GW81,4.0,25.0,33.0,N,N
R2WBS3CF1OWMX8,5.0,32.0,33.0,N,Y
R29R32CWH7BIO5,5.0,33.0,33.0,N,Y
R12F1ACLKQW1Y1,5.0,32.0,33.0,N,Y
R1JQDTF2TPRHWY,5.0,30.0,33.0,N,Y
R38HYNOTAXEL2P,5.0,29.0,33.0,N,Y
R212QVTC46KY2D,5.0,31.0,33.0,N,Y
R13YA278U07W0P,5.0,28.0,33.0,N,Y
R1U30Y2SKVDT78,5.0,31.0,33.0,N,Y
RL2242E58HYCV,5.0,32.0,33.0,N,Y
R2XM4XBZ4QRE0U,5.0,32.0,33.0,N,Y
RGH6SKYLLOZBF,5.0,31.0,33.0,N,Y
R262S3EI6F1X0J,4.0,30.0,33.0,N,Y
R3ELKVXNA3IUQB,2.0,33.0,33.0,N,Y
R272TQGAUGRXIZ,2.0,25.0,33.0,N,Y
R17LGKLKINRHEN,5.0,28.0,33.0,N,Y
R19FDCVEIVV1SC,5.0,30.0,33.0,N,Y
R3DU5CSRB2C3XI,4.0,33.0,33.0,N,Y
R1G59C9G8H1LWH,5.0,27.0,33.0,N,Y
R20IG6WSPZ2B0H,5.0,32.0,33.0,N,Y
R3LGP6E513GKW5,4.0,33.0,33.0,N,N
R1EETCTSSR8SGW,2.0,30.0,33.0,N,Y
R2R04US3HU3IWB,5.0,33.0,33.0,N,Y
R3BIXXS384GZ3T,5.0,32.0,33.0,N,Y
R10ZMYP828HER6,5.0,31.0,33.0,N,N
R24MP70HB193RK,1.0,26.0,33.0,N,Y
R2UKQ63JSYI4EK,5.0,30.0,33.0,N,Y
RIEKUK4BAQBBE,5.0,26.0,33.0,N,Y
R3KPJ42JJACX6I,5.0,30.0,33.0,N,Y
R2H3CC8QAMEFNN,2.0,32.0,33.0,N,Y
R20HT3WXX8AMRB,5.0,33.0,33.0,N,Y
R3192CDMQBOGV7,5.0,27.0,33.0,N,Y
R192HYP73L98T5,4.0,32.0,33.0,N,Y
R32IYVABWJKVXC,5.0,28.0,33.0,N,Y
RW7IDQXD19JME,5.0,22.0,33.0,N,N
R3AMHLZCVQ9CI0,5.0,29.0,33.0,N,Y
R1R4I059U9C5ZR,5.0,31.0,33.0,N,Y
RAITPUA1AKWA2,4.0,29.0,33.0,N,Y
RZ5LI192710ZR,5.0,33.0,33.0,N,Y
R35EPBAG9S8SLS,4.0,33.0,33.0,N,N
R2QHFVMASCPSND,5.0,31.0,33.0,N,Y
R33S6NUQP4GSH4,1.0,26.0,33.0,N,Y
R346LRYGDBD59H,1.0,29.0,33.0,N,Y
R161V2NRO2R8C0,3.0,29.0,32.0,N,Y
ROORAF334QIQG,5.0,30.0,32.0,N,N
RQEIVYHLB0U9L,5.0,28.0,32.0,N,N
R1CJ1SZIFU4KZ1,5.0,30.0,32.0,N,N
R1OLW6HHG6NNFE,3.0,29.0,32.0,N,N
R1XQW5R3R4OML6,5.0,31.0,32.0,N,Y
R3LV9AHW5RHV1C,5.0,31.0,32.0,N,Y
R1OUNSA563RRXS,1.0,27.0,32.0,N,Y
R1ETBJ8FHLQ0U4,4.0,31.0,32.0,N,N
R2MDF80MSODEMC,5.0,29.0,32.0,N,Y
R3SXKL86IVWSX6,1.0,28.0,32.0,N,N
R2AA9OWEI3C337,4.0,29.0,32.0,N,Y
R33S4N199STIGG,1.0,28.0,32.0,N,Y
RP656Q5BQY2KW,5.0,31.0,32.0,N,Y
R20R9IIQVSC0IX,1.0,27.0,32.0,N,Y
R3T082O7TIH1NU,1.0,30.0,32.0,N,N
R23D1250NW0MRH,5.0,30.0,32.0,N,N
R2NMUOB2SE8879,5.0,30.0,32.0,N,N
R1A3SCKAS8UES5,5.0,31.0,32.0,N,Y
R3HDTID6HE3P9I,4.0,32.0,32.0,N,N
R7G6DZK9BEM0T,1.0,25.0,32.0,N,N
R3QRKN62K1M126,5.0,30.0,32.0,N,N
R2KVJB9Y0B9T3M,5.0,30.0,32.0,N,N
R3MX8GJ55LSFWU,2.0,27.0,32.0,N,Y
R2PG3RFTMMG77H,2.0,29.0,32.0,N,Y
R2IHZZHDYXUF7P,5.0,30.0,32.0,N,Y
R3P4TWE1RBYT0L,5.0,28.0,32.0,N,N
R239GLWWAY8MFL,5.0,32.0,32.0,N,Y
R3W1Y6P1X6HGH6,5.0,30.0,32.0,N,Y
RDEIS9OXP1RTK,3.0,31.0,32.0,N,N
R2QT3M96RXEJMY,1.0,32.0,32.0,N,N
R2QK0JBJKQWMR,5.0,29.0,32.0,N,N
R1ZAG1GWMO8CQ1,1.0,29.0,32.0,N,N
R27P6M1UV2B27U,5.0,32.0,32.0,N,N
RDZC7HOPL0XZA,5.0,32.0,32.0,N,Y
R2M337YNFHXRVV,5.0,29.0,32.0,N,Y
R2KEJW892TIC1Y,5.0,31.0,32.0,N,Y
R2W92X416C4IH,5.0,31.0,32.0,N,N
R2GJCG8ZY29YG,5.0,28.0,32.0,N,N
R1AYLOFTAOWUW3,1.0,18.0,32.0,N,Y
RBE5WO7S9VZ2Z,4.0,29.0,32.0,N,Y
R16CGK2ED5TE8S,5.0,30.0,32.0,N,Y
R2DH1QIIOB27IJ,3.0,28.0,32.0,N,Y
R3C8SV261HUF8T,1.0,27.0,32.0,N,Y
ROKFF85LUEE5T,5.0,21.0,32.0,N,N
R2T6RMYB51VBVE,4.0,31.0,32.0,N,N
RB6616AUNXM9V,3.0,29.0,32.0,N,N
R319SHHINATR8I,5.0,28.0,32.0,N,Y
RX5H2Q45UC9YQ,3.0,30.0,32.0,N,N
RM95VGCR2US1J,1.0,31.0,32.0,N,Y
R35OXJDVC20PAI,3.0,23.0,32.0,N,N
R3UQ4COS9A2T3T,5.0,32.0,32.0,N,Y
R1O4Z96IKQAPW0,5.0,26.0,32.0,N,N
RSZ1XH452TPTE,1.0,32.0,32.0,N,N
R160P47Y2HZFQS,5.0,27.0,32.0,N,Y
R201SVI37BD9H0,5.0,27.0,32.0,N,N
R1QB28U4D9GE5O,5.0,26.0,32.0,N,N
RIOK52CSAW22O,5.0,31.0,32.0,N,Y
R2IWXEM37NC74Q,4.0,29.0,32.0,N,Y
R3OOS381I66V3B,2.0,31.0,32.0,N,Y
R3N2PQQN35GM6Z,4.0,29.0,32.0,N,Y
R36BKFVJ851GPD,3.0,31.0,32.0,N,Y
R2B2OI50QYP0B4,5.0,29.0,32.0,N,Y
R3VJ03ACB22NQD,4.0,28.0,32.0,N,Y
R16T2W28MQA166,4.0,29.0,32.0,N,Y
R2PTCYPZXIED39,1.0,24.0,32.0,N,Y
R2IL6M5QAWLAGC,5.0,30.0,32.0,N,Y
R2WJNF69YVIVFG,3.0,26.0,32.0,N,Y
R1U3DU6VBUNWM3,4.0,32.0,32.0,N,Y
R1EQCXZE3VZIIO,5.0,32.0,32.0,N,Y
R82CS1EB4LS4Y,3.0,31.0,32.0,N,Y
R1X55Q5ZG6PI51,5.0,32.0,32.0,N,Y
R7YXCIOK8R2X2,2.0,30.0,32.0,N,Y
R2XW5LSGHKKE3N,1.0,28.0,32.0,N,Y
R36TXCC60W4DC0,1.0,27.0,32.0,N,N
R26GY9CZ4FU2E9,2.0,29.0,32.0,N,N
R3PNKS1D6RCTGY,5.0,32.0,32.0,N,Y
R10K1MBHV4XV2X,1.0,30.0,32.0,N,Y
RN5B9MX7HE7TA,4.0,29.0,32.0,N,Y
R1BM2UTJWRGVVN,5.0,29.0,32.0,N,Y
RFBFM4TD4LPSF,1.0,31.0,32.0,N,Y
RYVOYDH2X5UYK,5.0,30.0,32.0,N,Y
RHCV1C228KMHO,4.0,31.0,32.0,N,N
R3Q8D2OXE9WX0J,4.0,26.0,32.0,N,Y
R2074R484U7GV2,5.0,31.0,32.0,N,Y
R5QR94XRM14XK,5.0,31.0,32.0,N,Y
R1KEDLXF3ZGZ3V,5.0,31.0,32.0,N,Y
RNSLDIZI6JTVQ,1.0,27.0,32.0,N,Y
R1WG6XDKDSV4KO,5.0,30.0,32.0,N,Y
R2GKPH69DKW2Z7,5.0,30.0,32.0,N,Y
R8PCPP2P8PMTJ,5.0,32.0,32.0,N,Y
R1G6LWPKC2O0LV,5.0,32.0,32.0,N,Y
R2R1PYGEIZ8JOI,4.0,31.0,32.0,N,Y
R2WCH44JYYGJ1O,4.0,28.0,32.0,N,Y
RD6M0EFA1H1HC,5.0,30.0,32.0,N,Y
R17P07YHFU0J1A,5.0,28.0,32.0,N,Y
R3UUOPSJWPCQMO,5.0,30.0,32.0,N,Y
R3GX3MI7YXJJ0C,2.0,31.0,32.0,N,Y
R3URJKUXIFSJAB,5.0,31.0,32.0,N,Y
R3AZKLCQNHN4MO,5.0,31.0,32.0,N,N
RQVI32TO618YU,5.0,32.0,32.0,N,Y
R1UXGGOOZ0CODB,4.0,32.0,32.0,N,Y
RKQ9BNV7IR8NS,5.0,31.0,32.0,N,Y
RAILYN837SUW5,1.0,26.0,32.0,N,Y
R16288SQAC04VN,5.0,31.0,32.0,N,Y
R1IDK5S6BWNKAK,5.0,32.0,32.0,N,Y
R36XJ3CAQ0BN7Q,4.0,30.0,32.0,N,Y
R364EQKRPTEG9L,4.0,29.0,32.0,N,Y
R1GQQBL2OF130R,4.0,32.0,32.0,N,Y
R1IGTE3WUP5XP0,5.0,29.0,32.0,N,N
R8JC0CG3BENK,1.0,28.0,32.0,N,Y
R3FSOEZOADCUZD,5.0,27.0,32.0,N,Y
R3GHL7T26Z69E1,4.0,32.0,32.0,N,Y
RS0OA63RWQIKX,5.0,31.0,32.0,N,Y
RN5FTGBZBSJU3,5.0,26.0,32.0,N,Y
R1I0BAC016ZT3G,1.0,22.0,32.0,N,N
R2WX2WEAAQOT3G,5.0,31.0,32.0,N,Y
R1QS1NAOKOD3Y8,1.0,22.0,32.0,N,Y
R2UPI8L7IE4CSC,4.0,28.0,32.0,N,Y
R1RLQ7U8ABDD8J,4.0,30.0,32.0,N,Y
RKVMR5C7HJNRV,1.0,26.0,32.0,N,Y
R14S2Y5X2X63IY,1.0,26.0,32.0,N,Y
R3404IIH4RQLTR,5.0,29.0,32.0,N,Y
R3MOT9RQ9587Q2,5.0,31.0,32.0,N,Y
RCYFU3NTOCP8D,1.0,27.0,32.0,N,Y
R1HKTPVJ5VA3AJ,1.0,31.0,32.0,N,N
R11GH4YPXK0NQ9,2.0,28.0,32.0,N,N
